0,1.050005,0.895281
1,0.987374,0.858394
2,0.929611,0.826537
3,0.874616,0.783925
4,0.824449,0.762861
5,0.776471,0.731776
6,0.732592,0.706509
7,0.691897,0.683862
8,0.654202,0.66744
9,0.619342,0.649875
10,0.585453,0.62807
11,0.553964,0.612318
12,0.524428,0.593781
13,0.497785,0.578798
14,0.473012,0.569304
15,0.449377,0.557768
16,0.427931,0.547473
17,0.407809,0.537529
18,0.388608,0.528012
19,0.371341,0.520414
20,0.355485,0.517407
21,0.339557,0.510784
22,0.32611,0.503686
23,0.311936,0.497077
24,0.299946,0.491869
25,0.28766,0.489435
26,0.276354,0.485466
27,0.265249,0.481467
28,0.254615,0.478976
29,0.24519,0.477032
30,0.236084,0.474787
31,0.228037,0.474336
32,0.220654,0.471433
33,0.213499,0.466821
34,0.206726,0.464145
35,0.199912,0.463403
36,0.193204,0.462622
37,0.187136,0.461968
38,0.181222,0.460457
39,0.175651,0.460758
40,0.170521,0.460516
41,0.165229,0.460357
42,0.161486,0.459895
43,0.156735,0.458162
44,0.153218,0.455943
45,0.14917,0.456407
46,0.144359,0.454509
47,0.140016,0.451643
48,0.137185,0.449079
49,0.134529,0.447657
50,0.131482,0.446833
51,0.128854,0.446616
52,0.126741,0.446588
53,0.124184,0.44563
54,0.120776,0.444838
55,0.11902,0.444329
56,0.116899,0.444068
57,0.113685,0.443682
58,0.111742,0.443578
59,0.108736,0.44349
60,0.106881,0.444717
61,0.104136,0.444551
62,0.10165,0.444416
63,0.099664,0.443868
64,0.097328,0.44257
65,0.094596,0.44222
66,0.092268,0.441512
67,0.090703,0.441288
68,0.089414,0.441453
69,0.087808,0.440905
70,0.086115,0.441282
71,0.084002,0.441362
72,0.082386,0.441022
73,0.080124,0.441427
74,0.078082,0.441954
75,0.076522,0.442176
76,0.07463,0.442688
77,0.07309,0.443025
78,0.071749,0.442723
79,0.070664,0.442862
80,0.069706,0.44255
81,0.067891,0.442786
82,0.066437,0.442863
83,0.064917,0.44297
84,0.063801,0.443185
85,0.062496,0.443433
86,0.061047,0.443385
87,0.060316,0.443347
88,0.059445,0.443415
89,0.058321,0.443138
90,0.057232,0.443834
91,0.05643,0.443873
92,0.055749,0.444063
93,0.055082,0.443956
94,0.054327,0.444268
95,0.052938,0.444735
96,0.052455,0.444749
97,0.052097,0.445099
98,0.051165,0.445387
99,0.050662,0.445365
100,0.049372,0.445258
101,0.04867,0.445069
102,0.047848,0.445405
103,0.046968,0.445768
104,0.046009,0.445011
105,0.045326,0.44484
106,0.044315,0.444251
107,0.043466,0.444105
108,0.042649,0.444443
109,0.04193,0.443941
110,0.041248,0.444617
111,0.040513,0.444444
112,0.040118,0.44421
113,0.039184,0.443847
114,0.038699,0.443743
115,0.038282,0.443497
116,0.037912,0.443548
117,0.037138,0.443564
118,0.036264,0.443904
119,0.035722,0.443754
